Label,Keywords
ham,"['happen dear', 'angry']"
ham,"['thk u dun haf 2 hint', 'going 2 tell shuhui', 'e forum already lor', 'told ron n darren', 'cos']"
ham,['yup ok thanx']
ham,"['cts employee', 'hi']"
ham,"['pls pls find', 'aunt nike']"
ham,"['sooo much', 'barely stand', 'day goes', 'wow', 'love', 'know', 'wonder', 'well', 'think', 'miss']"
ham,['screaming means shouting']
ham,"['happen de', 'hey', 'alright']"
ham,"['something earlier', 'picked', 'receipt']"
ham,['think chennai well settled']
ham,"['oh dang', 'mean', 'send', 'lol']"
ham,"['unfortunately', 'found', 'pick', 'sister', 'airport', 'evening', 'think', 'going', 'try', 'go', 'one', 'th']"
ham,"['horrible bf', 'v hungry']"
ham,"['remember', 'day']"
spam,"['hg suite342 2lands row w1jhl 16', 'take part send nokia', 'nokia 7250i', 'free auction', 'get', 'win', '86021']"
ham,"['yo valentine even tho u hardly play', 'real valentine', 'feel', 'mr']"
ham,"['sounds good', 'fingers', 'makes', 'difficult', 'type']"
ham,"['midnight', 'earliest']"
ham,"['make xavier smoke', 'smoke', 'sure', 'trying', 'want', 'told', 'much']"
ham,"['k come', 'nordstrom', 'done']"
ham,"['rael friendship im gving yuo', 'jsut ese tihs msg', 'bt sitll yuo', 'u konw waht', 'wihtuot ayn mitsake', 'tihs msg', 'evrey splleing', 'goodnight amp', 'nice sleep', 'sweet dreams', 'exmpel', 'wrnog', 'raed']"
ham,['press conference da']
spam,"['plus 10 free texts', '20 photo messages', 'free access', '1 month', 'reply yes', 'terms apply', 'uk ow', 'hello', 'orange', 'games', 'news', 'sport', 'www', 'co']"
ham,"['completed degree', 'joining finance', 'use']"
ham,"['good afternoon', 'job prospects', 'love', 'missing', 'lazy', 'bleak', 'hmmm', 'happy', 'filled']"
ham,"['shant disturb u anymore', 'jia']"
ham,"['bishan lar nearer', 'early cos', 'gotta park', 'need buy', 'buy', 'car']"
ham,"['dont know', 'oh']"
ham,"['raiden got buff', 'got old', 'dude sux', 'snake']"
ham,"['says hi', 'ass back', 'south tampa', 'get', 'preferably', 'kegger']"
ham,"['e msg jus', 'u said thanks', 'gift']"
ham,['u']
ham,"['call chechi', 'ok', 'dear']"
ham,"['u wanna', 'yeah', 'totes']"
ham,"['found dis pierre cardin one', 'looks normal costs 20', 'ok', 'sale']"
ham,"['good sleep', 'rhythm', 'person', 'establish', 'body', 'learn', 'use', 'want', 'know']"
ham,['wat r u']
ham,"['truro hospital', 'message', 'ext', 'phone', 'side']"
ham,"['miss anything 4 ur', 'single line', 'big meaning', 'best life']"
ham,"['grand nature adventure', 'gas money', 'gang want', 'got', 'chance', 'go']"
ham,"['also take 2 tablets', 'use ice pieces', 'dnt worry', 'cloth pack']"
ham,"['parked car', 'sunroof popped', 'dude', 'saw', 'sux']"
ham,"['excellent sub face', 'get ready', 'put']"
ham,"['im finishing 9 doors', 'tmrw']"
ham,"['guy wants sell wifi', 'lt gt g', 'lt gt', 'days ago', 'saw', '3g', 'blanked']"
ham,['late']
ham,"['im pretty pissed', 'whatever']"
ham,"['brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd', 'rply means enemy', 'accept day', 'u accept', 'today']"
ham,"['much image', 'dont', 'class']"
ham,"['got rumour', 'buy apartment', 'going', 'chennai']"
ham,"['near kalainar tv office', 'thenampet']"
spam,"['cc 08718720201 hg suite342 2lands row w1j6hl', 'currently 500 pounds', 'maximize ur cash', 'ur cash', 'send go', '150p msg', 'balance', '86688']"
spam,"['free 2 join take part', 'hg suite342 2lands row w1j6hl', 'brand new nokia 7250', '4 auction today', 'txt nokia', 'sms auction', 'auction', '86021']"
ham,"['c u wan 2 watch today', 'catching e show', 'e afternoon', 'watching w', 'tmr lor', 'sis']"
ham,"['u yan jiu', 'sounds gd', 'fast liao', 'haha', 'wah']"
ham,"['nosy', 'guess', 'idk', 'reacting', 'freaked']"
ham,"['may destiny keep', 'u said pray', 'satanic imposter', 'remember', 'hurt', 'days', 'need', 'pay', 'price', 'going', 'get', 'mind']"
ham,"['good listener lt gt', 'good boyfriend lt gt', 'pest exterminator lt gt', 'aaniye pudunga venaam', 'organizer lt gt', 'clean lt gt', 'sympathetic lt gt', 'athletic lt gt', 'courageous lt gt', 'determined lt gt', 'true lt gt', 'dependable lt gt', 'psychologist lt gt', 'psychiatrist lt gt', 'stylist lt gt', 'make girls happy', 'lt gt', 'girl happy', 'friend 2', 'companion 3', 'lover 4', 'make', 'difficult', 'u', 'need', '1', 'chef', 'warm', 'intelligent', 'healer', 'driver']"
ham,"['princess', 'bet', 'brothas', 'chasing']"
ham,"['shall book chez jules', 'half eight', 'ok']"
ham,"['hhahhaahahah rofl wtf nig', 'leonardo', 'room', 'something']"
ham,"['sunday lt 3', 'yep', 'derek', 'house', 'see']"
ham,"['around lt gt', 'cool', 'let', 'know', 'kicks', 'day']"
ham,"['call later', 'sorry']"
ham,"['pay back every dime', 'call uncle john', 'lt gt dollars', 'every dime', '2years sent', 'expect anything', 'something like', 'wondering', 'would', 'okay', 'let', 'know', 'things', 'nigeria', 'r', 'strain', 'plan', 'gives', 'practical']"
ham,"['withdraw anyhow', 'transfer charges', 'charges', 'like']"
ham,"['bcoz u dont force', 'let love find u', 'dont search love', 'u know', 'hold u', 'called falling', 'love', 'u', 'thats', 'fall', 'smeone', 'bslvyl']"
ham,"['bill millers', '4', 'let', 'go']"
ham,"['big rawring flame', 'flame', 'love', 'set', 'soul', 'fire', 'spark', 'xoxo']"
ham,"['make u meet dat person', 'surely made 4 u', 'enjoy ur crushes', 'somewhr someone', 'perfect time', 'till den', 'god', 'decided']"
ham,['honeymoon outfit']
ham,"['propose going back', 'help', 'tomorrow']"
spam,"['41685 expires 07 11 04', 'call 08719899230 identifier code', '2003 account statement', 'shows 800 un', 'private', 'redeemed', 'points']"
ham,"['bad days give u experience', 'good days give u happiness', 'good morning', 'never blame', 'gods blessings', 'ur life', 'life', 'day', 'essential']"
ham,"['pls confirm', 'time', 'collect', 'cheque']"
spam,"['registered subscriber yr draw 4', 'å 100 gift voucher', 'b entered', 'correct ans', 'next olympics', 'txt ans', 'receipt', '80062']"
spam,"['å 2000 prize guaranteed', 'mobile number', 'call 09061790121', 'land line', 'claim 3030', 'valid 12hrs', 'urgent', 'awarded', '150ppm']"
ham,"['take good care', 'daddy']"
ham,"['still gotta check', 'yeah probably', 'leo']"
ham,"['k', 'special']"
ham,"['sweet time', 'done want', 'haul ass', 'carlos', 'taking', 'usual', 'let', 'know', 'patty', 'smoke', 'tell']"
ham,"['ok pa', 'nothing problem']"
ham,"['wildlife talk', 'u want2come', 'heard', 'job', 'going', 'tonight', 'that2worzels', 'wizzle', 'whatever']"
ham,"['lovingly touched itwhichturnedinto u', 'god picked', 'gifted tomeandsaid', 'flower', 'dippeditinadew', 'friend', '4u']"
ham,"['came', 'hostel']"
ham,"['ok', 'prob', 'come', 'lunch']"
ham,"['jus telling u dat', 'b leaving 4 shanghai', 'time 2 meet', '21st instead', 'haf', 'cya']"
ham,"['home yet', 'yet', 'freezing', 'remember', 'kiss', 'mom', 'morning', 'love', 'think', 'missing']"
ham,"['big day tomorrow', 'ready']"
ham,"['around mu', 'probably', 'lot']"
ham,['645']
spam,"['king pro video club need help', '16 club credits redeemable', 'call 08701237397', 'rt', 'info', 'ringtoneking', 'co', 'uk', 'must', 'www', 'enjoy']"
ham,"['thnx dude', 'u guys', '2nite']"
ham,"['sef dey laugh', 'darling anjie', 'meanwhile']"
ham,"['food da', 'mm']"
ham,"['makes sense', 'btw carlos', 'gonna smoke', 'go pick', 'second batch', 'get gas', 'k', 'difficult', 'guys']"
ham,"['u download', 'fring app']"
ham,"['lt gt worth tonight', '2 oz guy', 'kinda flaky', 'one friend', 'interested', 'picking', 'possible']"
ham,"['fb chat', 'friends', 'u', 'stay']"
ham,"['fuck babe', 'sooooo much', 'miss', 'wish', 'sleep', 'bed', 'lonely', 'go', 'dream', 'love']"
ham,"['gud nte', 'also simple', 'tooo simple', 'simple', 'living', 'loving', 'laughing', 'winning', 'difficult']"
spam,"['looking 2 make contact', 'secret admirer', 'r reveal', 'thinks ur', 'u', 'find', 'special', 'call', '09058094599']"
ham,"['confuses things', 'ah', 'well', 'û']"
spam,"['500 free text msgs', 'text ok', '80488', 'credit', 'account']"
ham,"['hi dear call', 'know whats', 'least tell', 'urgnt', 'problem', 'want', 'work', 'wating', 'reply']"
ham,"['dear', 'ok']"
spam,"['250 top british hotels', 'holiday worth å 350', 'call london 02072069400', 'bx 526', 'selected', 'stay', '1', 'nothing', 'claim', 'sw73ss']"
ham,"['yes princess', 'want', 'make', 'happy']"
ham,"['dinner date next week', 'many talents', 'sounds like', 'like', 'would', 'go']"
ham,"['film 2day da', 'sorry da', 'going', '6pm']"
ham,"['xy wants 2 shop', 'watching movie already', 'shopping w']"
ham,"['little party animal', 'naughty adoring kiss', 'hello', 'thought', 'buzz', 'friends', 'grins', 'reminding', 'loved', 'send']"
ham,"['going home', 'yesterday']"
spam,"['eerie nokia tones 4u', '8007 eg tone dracula', 'rply tone title', 'uk pobox36504w45wq 150p', '8007 titles', 'twilight www', 'ghost', 'addamsfa', 'munsters', 'exorcist', 'getzed', 'co']"
ham,"['constant smile', 'feel loved', 'come', 'life', 'brought', 'sun', 'shiny', 'warming', 'heart', 'putting', 'face', 'making', 'cared']"
ham,"['french guy', 'fooled around', 'shit', 'surprised', 'went', 'spent', 'evening', 'met', 'town', 'bit', 'let', 'fuck']"
spam,"['0a networks allow companies', 'bill', 'sms', 'responsible', 'suppliers']"
ham,"['cant stop laughing da', 'great comedy']"
spam,"['feelin kinda lnly hope u like 2 keep', '82242 msg150p 2rcv hlp 08712317606 stop', 'cam moby wanna c', 'jst got', 'reply date', '82242', 'freemsg', 'company', 'pic', 'txt']"
ham,"['alright', 'set', 'text', 'man']"
ham,"['hi', 'keen', 'go', 'kind', 'feel', 'tomo', 'mind']"
ham,['sleeping nt feeling well']
ham,"['u', 'switch', 'fone', 'dammit']"
ham,"['take lead', 'india']"
ham,"['post', 'l8r', 'class']"
ham,"['thts wat wright brother', 'fly']"
ham,"['worry û_ head ok', 'evening v good', 'somewhat event laden', 'throat wrecked', 'fill', 'see', 'six']"
ham,"['dear amp best friends', 'u laugh really loud', 'u talk spontaneously', 'u dont care', 'goodevening dear', 'others feel', 'u', 'probably']"
ham,['laptop take']
ham,"['find anything', 'dont', 'file', 'bag', 'work', 'called', 'tell', 'room']"
ham,"['wun b home', 'neva mind', 'early lei', 'early', 'wan', 'outside']"
spam,"['å 250 cash every wk txt', 'tv custcare 08712405022', '1x150p wk', 'ur chance', 'win', 'action', '80608', 'c', 'www', 'movietrivia']"
ham,"['walking home oredi', 'bugis juz', 'oso saw', 'top dat', 'din buy', 'r ì_', 'wat', 'ìï', 'late', 'reply', 'like']"
ham,"['family merry x', 'happy new year', 'wishing', 'mas', 'advance']"
ham,"['go ok na', '7']"
ham,"['still snow outside', 'yes', 'posted', 'couple', 'pics', 'fb', 'waking']"
ham,"['one good partnership going', 'take lead']"
spam,"['å 1250 call 09071512433 b4 050703', 'callcost 150ppm mobilesvary', '2nd attempt', 'maxå 7', 'contact u', 'u', 'rgent', 'csbcm4235wc1n3xx', '50']"
ham,"['yeah', 'class']"
ham,"['temple na', 'send', 'bec']"
ham,"['coming home', 'class', 'right', 'need', 'work', 'shower']"
spam,"['ur lookin 4 saucy daytime fun wiv busty married woman', '2 sort time 09099726429 janinexx callså 1 minmobsmorelkpobox177hp51fl', 'next week chat', 'hi', 'free']"
ham,"['mostly', 'like']"
ham,"['ìï v', 'fan']"
ham,"['v late n', 'ate spageddies lor', 'dunno cos', 'inside already', 'e gals', 'r laughing', 'lor', 'reach']"
ham,"['last night phasing', 'fourth dimension', 'guess', 'spent']"
ham,"['gonna call', 'crazy questions', 'dad', 'gets', 'work', 'ask']"
ham,"['yes', 'said']"
ham,"['hurting n meaningful lines ever', 'compromised everything', 'love']"
ham,"['nice 1', 'lmao']"
ham,"['glad', 'see', 'reply']"
spam,"['å 800 prize guaranteed', 'todays draw shows', 'contact u', 'call 09050001295', 'land line', 'claim a21', 'valid 12hrs', 'urgent', 'trying']"
spam,"['monthly password', 'wap phone', 'wap', 'mobsi', 'com', '391784', 'use', 'pc']"
ham,"['je still buff', 'nah dub']"
ham,"['painful words', 'toughest thing', 'thought', 'happy', 'earth']"
ham,"['å 6', 'yeah', 'fine', 'get', 'ok']"
ham,"['u come', 'lol', 'ideas']"
ham,"['many people seems', 'till life ends', 'first sight', 'last sight', 'remain special', 'till', 'special', 'maintain', 'sh', 'jas']"
ham,"['ur valuable frnds', 'song dedicated day', 'u dedicate', 'first rply', 'song', 'today', 'send']"
ham,"['wait ah', 'okay']"
ham,['lei']
ham,"['really wanna see u tomorrow', 'hi babe u r', 'likely', 'bed', 'im', 'sorry', 'tonight', 'call', '9', 'love', 'xxx']"
ham,"['new way', 'already', 'squatting', 'walking']"
ham,"['want bold 2', 'bb torch']"
ham,"['cramps stopped', 'going back', 'sleep']"
spam,"['number matches please call 09063442151', 'todays vodafone numbers ending', 'last four digits', 'å 350 award', '0089', 'selected', 'received', 'claim']"
spam,"['get 1st week free', '3 per week', 'free top ringtone', 'weekly ringtone', 'send subpoly', 'stop sms', 'sub', '81618', '08718727870']"
ham,"['nan sonathaya soladha', 'boss']"
ham,"['bring tat cd', 'forget']"
spam,"['sunshine quiz wkly q', 'top sony dvd player', 'u know', 'txt ansr', 'å 1', '50 sp', 'win', 'country', 'algarve', '82277', 'tyrone']"
ham,"['raping dudes', 'know', 'poker']"
ham,"['girl friends', 'make loads', 'give thanks', 'weightloss', 'money', 'ebay', 'something', 'god']"
ham,"['wat r ur plans', 'r u leaving', 'congrats dear', 'gr8', 'see', 'message', 'school']"
ham,"['ìï going home first', 'ìï eatin later', 'eatin wif', 'frens', 'lei']"
ham,"['finish already', 'keep saying', 'embarrassed ok', 'yar', 'mushy']"
ham,"['stash ran dry last night', 'sorry man', 'pick', 'sunday']"
ham,"['doctor said pa', 'hai priya', 'right']"
spam,"['free msg', '81303 could', 'sufficient credit', 'please top', 'sorry', 'service', 'ordered', 'delivered', 'receive']"
ham,['ok']
ham,"['please ask mummy', 'call father']"
ham,"['house still messy', 'house cos', 'cannot come', 'come', 'room', 'haha']"
ham,"['lost 10 kilos', 'today']"
ham,"['taste fish curry', 'p']"
ham,"['might accidant tookplace', 'somewhere ghodbandar rd', 'traffic moves slovely', 'plz slip amp', 'worry']"
ham,"['ì_ go nus sc', 'ìï wana specialise', 'ì_ wkg', 'yun ah', 'btw', 'wad']"
ham,"['one woman man', 'please tell', 'yes', 'likes', 'dislikes', 'bed']"
ham,"['test earlier', 'appreciate', 'call', 'tomorrow']"
ham,"['loverboy', 'keeps', 'coming', 'queen', 'hmmm', 'ache', 'speak', 'miss', 'desparately']"
ham,"['fren dun wan meet', 'u meet', 'muz b', 'guy rite', 'ah']"
ham,"['even gotten dinner yet', 'promises', 'though']"
ham,"['got', 'back', 'dislikes', 'bed']"
ham,"['stereo love', 'mi phone', 'unknown album', 'turns']"
spam,"['hard live 121 chat', 'cheap chat uk', 'biggest live service', 'connect live', '60p min', 'call 09094646899', 'vu bcm1896wc1n3xx', 'choose', 'girl']"
ham,"['yeah', 'see']"
ham,"['u knw', 'ur frnds', 'asking', 'nt', 'may', 'classmates']"
ham,"['sorry', 'earlier', 'putting', 'fires', 'around', 'talk', '9', 'actually', 'life', 'lol']"
spam,"['win vip tickets pre', 'boys r back', '2007 uk tour', 'trackmarque ltd info', 'vip club', 'txt club', 'wow', 'take', 'book', '81303', 'vipclub4u']"
ham,"['missionary hook', 'doggy hook', 'standing']"
ham,"['u better go sleep', 'dun disturb u liao', 'u wake', 'msg', 'lor']"
ham,"['lose bt fightng', 'u either win', 'u still lose', 'u lose', 'u win', 'u', 'fighting', 'world', 'easy', 'some1', 'close', 'dificult']"
ham,"['whole hugh laurie thing ûò even', 'stick ûò indeed especially', 'watching house ûò', 'entertaining ûò', 'stick', 'getting']"
ham,"['meant another one', 'thought praps', 'look tomorrow', 'goodo']"
ham,"['ive bin 2 spain recently hav sum dinero left', 'ur åôrents mayb interested', 'bill said u', 'around å 48', 'hav 12', 'hi jon', 'pete', '000pes', 'tb', 'james']"
ham,['bold 2 lt gt']
ham,"['lt gt minutes', 'shall speak', 'know']"
ham,"['town jus da pub instead', 'love jen xxx', 'jus chillin', 'da mo', 'alrite hunny', 'wot u', '2 2nite', 'didnt end', 'goin', 'bedroom']"
ham,"['project centre', 'went']"
ham,"['request maangalyam', 'press 9', 'friends callertune', 'callertune', 'per', 'alaipayuthe', 'set', 'callers', 'copy']"
ham,"['lol yeah', 'point', 'guess']"
ham,['project w frens lor']
ham,"['well quality aint bad', 'aint complaining', 'lol']"
ham,"['happen tonight', 'k']"
spam,"['mandy sullivan calling', 'receive å 5000', 'please telephone 09041940223', '29 03 05', 'easter prize draw', 'hotmix fm', 'someone else', 'prize', 'hi', 'chosen', '00', 'claim', 'transferred']"
ham,"['think', 'going', 'finn', 'come']"
ham,"['tired', 'special']"
ham,['come tomorrow di']
ham,"['cant pick', 'phone right', 'pls send', 'message']"
ham,"['k go', 'sleep well', 'take rest']"
ham,"['u guys never invite', 'anywhere']"
spam,"['claim either bahamas cruise ofå 2000 cash 18', 'ur going 2 bahamas', 'callfreefone 08081560665', 'live operator', 'txt x', 'speak', 'opt', '07786200117']"
ham,"['want', 'please', 'inside', 'outside', 'bedroom']"
ham,"['itxt u cos iwana know wotu r doin', 'ur up4 nething sat', 'calm downon theacusations', 'love j xxx', 'haventcn u', 'thew end', 'ey', 'ages', 'ring']"
ham,"['love', 'wine', 'dine', 'lady']"
spam,"['dating service', 'landline 09111030116', 'someone', 'conacted', 'entered', 'phone', 'fancy', 'find', 'call', 'pobox12n146tf15']"
ham,"['take care spk sn x', 'iåõm cool ta luv', 'tired 2 cause', 'social services inspection', 'doin loads', 'v', 'planning', 'wk', 'got', 'nursery']"
ham,"['know account details', 'ask', 'mom', 'send', 'reach']"
ham,"['think u', 'wrong number']"
ham,"['habit amp finally', 'happy morning amp', 'always happy', 'happy day', 'becomes part', 'becomes', 'feel', 'slowly', 'life', 'follow']"
ham,['b late love mum']
ham,"['mail panren paru', 'got']"
ham,"['chuckin ur red green n black trainners 2 save carryin', 'thinking', 'bac', 'train']"
ham,"['give one miss', 'number please']"
ham,"['jus came back fr lunch wif', 'u leh', 'sis']"
ham,"['schedule next week', 'town', 'weekend']"
ham,"['really good', 'dhanush rocks']"
ham,"['lmao ok', 'needing u', 'hair anymore', 'wont']"
ham,"['miss ya', 'need ya', 'want ya', 'love ya']"
ham,"['sorry', 'free']"
ham,"['go away til u listen', 'u ever get', 'like 5 times', 'song stuck', 'head', 'reason']"
ham,"['nt yet chikku', 'hw abt u', 'simple habba']"
ham,"['got ur mail dileep', 'muchand look forward', 'remember one venugopal', 'less contacts', 'shall try', 'goodnight dear', 'thank', 'lots', 'support', 'mentioned', 'tomorrow', 'late', 'come', 'till']"
ham,"['sometimes heart remembrs someone', 'forgets someone soon', 'bcoz heart', 'like everyone', 'liked ones', 'remembered everytime', 'much', 'bslvyl']"
ham,"['joy', 'father', 'john', 'name', 'mandan']"
spam,"['hi 07734396839 ibh customer loyalty offer', 'new nokia6600 mobile', 'å 10', 'txt word', '81151 get', 'txtauction', 'start', '4t']"
ham,"['algorithms second edition', '3230 textbook', 'hi', 'yijue', 'regarding', 'intro', 'selling', '50']"
spam,"['hg suite342 2lands row w1jhl 16', 'take part send nokia', 'nokia 7250i', 'sms auction', 'free auction', 'get', 'win', '86021']"
ham,"['want us', 'k', 'come']"
ham,"['little difficult', 'simple way', 'enter', 'place']"
ham,"['got tv 2 watch', 'u already haf smth', '2 go tonight', 'u', 'ha', 'us', 'e', 'thing', 'thk', 'mind']"
ham,"['put new pictures', 'dont show', 'far', 'facebook']"
ham,"['got new job', 'watching tv']"
ham,"['good afternoon sexy buns', 'job search', 'first thought', 'goes', 'wake', 'always', 'love', 'wish', 'fine', 'happy', 'know', 'adore']"
ham,"['coming', 'whatever', 'want']"
ham,"['ok chikku', 'favourite song', '1']"
ham,"['u see', 'posted', 'facebook']"
spam,['call freephone 0800 542 0578']
spam,"['chance 2 win orig arcade game console', 'uk games 4 terms settings', 'buy space invaders 4', 'std wap charge', 'games arcade', 'press 0', 'see o2', 'co', 'purchase']"
ham,"['6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms', '1st ur lovely friendship', 'good morning dear', '7 wonders', 'world 7th']"
spam,"['call free 0800 1956669', 'homeowners tenants welcome', 'purpose å 500', 'text back help', 'å 75', 'still help', 'previously refused', 'loan', '000']"
spam,"['ntt po box cro1327 18 bt landline cost 150ppm mobiles vary', 'big brother alert', 'selected u', '10k cash', '150 voucher', 'call 09064018838', 'computer']"
ham,"['c u later', 'oh well']"
ham,"['great semester', 'uncles', 'atlanta', 'wish', 'guys']"
ham,"['free messages without', 'hi hi hi', 'dear', 'recharge']"
ham,"['bcoz u dont force', 'let love find u', 'dont search love', 'u know', 'hold u', 'called falling', 'love', 'u', 'thats', 'fall', 'smeone', 'bslvyl']"
ham,"['dun believe u', 'thk u told']"
ham,"['god created gap', 'comes amp fills', 'know', 'fingers', 'one', 'made', 'gaps', 'holding', 'hand', 'love']"
ham,"['sun tv', 'yes', 'sura', 'lol']"
ham,"['u transfr', 'arun', 'amt']"
ham,"['takin', 'shower', 'yeah', 'leave', 'done']"
ham,"['text u later', 'working', 'eyes', 'philosophy', 'bit', 'free', 'chat']"
ham,"['didnåõt intend 2 hurt u', 'u havenåõt lost', 'ill always b', 'iwas marine thatåõs', 'u felt', 'careabout u', 'never knew', 'itried2tell urmom', '4u']"
spam,"['exciting prizes soon', 'ur mobile', 'visit www', 'win', 'winner', 'mr', 'foley', 'ipod', 'keep', 'eye', '82050', 'co', 'uk']"
ham,"['bad girl', 'still remember']"
ham,"['much', 'gave', 'morning']"
ham,"['alright babe', 'bit desparate', 'come back', 'hope', 'worry', 'might', 'felt', 'learned', 'job', 'fake', 'waiting', 'love']"
ham,"['carlos wanted', 'got lost', 'hey', 'tell', 'blake', 'address', 'meet', 'answering', 'phone']"
ham,"['something first', 'get', 'opinion']"
ham,"['one week leave', 'put know', 'time']"
ham,"['hit', 'move']"
ham,"['spent lt gt years', 'air force', 'like traveling', 'excellent', 'iraq', 'afghanistan', 'stable', 'honest']"
ham,"['wanna watch', 'movie']"
ham,"['ok lor thanx', 'ìï', 'school']"
ham,"['class', 'get', 'text']"
ham,"['bus leaves', 'lt gt']"
ham,"['get good sleep', 'god bless', 'dear', 'pray']"
spam,"['match please call 08712300220 quoting claim code 3100 standard rates app', 'todays voda numbers ending 1225', 'å 50award', 'selected', 'receive']"
ham,"['nice day today', 'love', 'dearly']"
ham,"['bit pai seh ì_ noe', 'become better lookin oredi leh', 'dun rem', 'aiyo', 'scared', 'die', 'hee']"
ham,"['aight', 'ask', 'roommates']"
ham,"['whats', 'house', 'beer']"
ham,"['wan 2 meet', 'da project going', 'da rest', 'n combine', 'ì_', 'parts']"
ham,"['getting tickets 4 walsall tue 6 th march', 'want 2 go', 'getting', 'ill pay', 'txt bak', 'mate', 'sat', 'treat', 'terry']"
ham,"['yes', 'chatting']"
ham,"['dont know', 'hi', 'jess', 'work', 'call', 'u', 'im', 'home', 'eve', 'xxx']"
ham,"['aft meeting supervisor got work 2', 'u working', 'sian', 'liao']"
ham,"['write ccna exam', 'going', 'week']"
ham,"['watch shrek', 'well', '3d', 'b']"
ham,['much dirty fellow']
ham,"['dunno dat', 'ok lor', 'wat', 'told']"
ham,"['even later tonight', 'probably', 'tomorrow', 'something', 'going']"
ham,"['dying man', 'feel sad', 'would probably', 'gone late', 'say', 'go', 'wanted', 'know', 'night']"
ham,"['thinking', 'lifting', 'one']"
ham,"['u dun like', 'dun wan', 'already ah', 'wat u', 'still eating', 'u']"
ham,"['ur email id soon', 'sent']"
ham,"['de happiness dat u feel', 'de pain u feel', 'u miss dem', 'u meet', 'wat makes', 'people dearer']"
ham,"['package since dec lt gt', 'really really bam first aid', 'didnt hear', 'ld like', 'fantastic year', 'dude', 'teresa', 'hope', 'okay', 'people', 'called', 'received', 'thot', 'know', 'best', 'reading', 'plus', 'usmle', 'work', 'done']"
ham,"['hey gorgeous man', 'work mobile number', 'good one babe', 'squishy mwahs']"
ham,"['later pls', 'may', 'call']"
spam,"['txt costs 150p textoperator g696ga 18 xxx', 'hottest pics straight', 'xx text pics', 'getting wet', 'phone', 'see', 'wanting', '89555']"
ham,"['stay oh', 'way']"
ham,"['hello', 'thanx', 'taking', 'call', 'got', 'job', 'starts', 'monday']"
ham,"['ur flight tmr', 'time']"
ham,['come']
ham,"['rather prominent bite mark', 'right cheek']"
ham,['september']
ham,['wet right']
ham,['husband']
spam,"['bcm box 8027 ldn', 'get backdoor entry', 'subscribe 25p pm', '121 chat rooms', 'hack chat', 'reply neo69', 'call 09050280520', 'fraction', 'cost', 'dps', 'wc1n3xx']"
ham,"['access til end march', 'sort library stuff', 'better get move', 'norm tomorrow', '15 cos', 'st tests', 'point tomo', 'got letter', 'finish', '4', 'need', 'today']"
ham,"['feeling really anti social', 'yeah', 'got', 'list', 'u', 'joanna']"
ham,['office na']
ham,['comingdown later']
ham,"['super da', 'good replacement', 'murali']"
ham,"['good good player', 'da', 'unsold']"
ham,"['u want', 'sts later', 'call u', 'hi', 'join', 'meeting', 'five', 'class']"
ham,"['engalnd', 'telly', 'decided', 'let', 'watch', 'mia', 'elliot', 'kissing', 'damn']"
spam,"['net mins 100txt mth free b tooth', 'upto 12mths 1 2price linerental', '500 free x', 'call 2optout d3wv', 'free nokia', 'call mobileupd8', 'motorola', '08001950382']"
ham,"['dont want', 'hear philosophy', 'say', 'happen']"
ham,"['get every thing', 'got job', '3 years', 'wipro', 'life', '2']"
ham,"['matric card wif ì_ lei', 'cant get da laptop']"
ham,"['dunno da next show aft 6', 'toa payoh got 650', '850']"
spam,"['tried 2 contact u', '750 pound prize', '10p per min', '2 claim', '2nd time', 'call 08718726970', 'u', 'easy', 'bt', 'national', 'rate']"
ham,"['made', 'payments', 'dont', 'much', 'sorry', 'would', 'want', 'fedex', 'way']"
ham,"['play one day last year know even though', 'good team', 'like india']"
ham,"['girl waiting', 'reception ah', 'k']"
ham,"['ten special people amp u c miracle tomorrow', 'amp', 'say', 'slowly', 'god', 'love', 'need', 'clean', 'heart', 'blood', 'send', 'pls']"
ham,"['fun shopping trip', 'everything would look', 'annoying day', 'hate', 'turns', 'house']"
ham,"['sir', 'waiting', 'call']"
ham,"['come online', 'want']"
ham,"['could work', 'next meeting', 'reach', 'consensus']"
ham,"['wait lor', 'u entertain', 'aiyah', 'hee']"
ham,"['even felt like', 'last thing', 'ever wanted', 'keep going', 'messy wednesday', 'take pictures', 'throw laundry', 'bras strewn', 'something else', 'least making', 'even', 'hurt', 'think', 'would', 'laugh', 'embarassed', 'delete', 'tag', 'far', 'knew', 'fact', 'shows', 'really', 'know', 'bad', 'problem', 'time', 'clean', 'choose', 'skype', 'sleep', 'want', 'go', 'mind', 'things', 'make', 'bed', 'top', 'friend', 'house', 'underwear', 'pillows', 'floor', 'used', 'good']"
ham,"['let', 'know', 'kicks']"
ham,"['said call', 'call', 'ok']"
ham,"['waheed fathima', 'call', 'number', 'available', 'appointment', 'ask', 'connect']"
ham,"['ì_ go buy wif', 'meet ì_ later']"
ham,"['grins pushes', 'wicked smile', 'mmmm', 'fuck', 'fair', 'know', 'weaknesses', 'knee', 'exposes', 'belly', 'pulls', 'head', 'forget']"
ham,"['system sh get ready', 'deep well', 'well', 'today', 'also']"
ham,"['mom wants', 'know']"
